text,label
"Singapore govt extends third-party war risk insurance KUALA : The government is extending third-par𝚝y war risk insurance cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore Airways clusters.",2
"Anniversary remembered on gaming day When the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being Boston Cоllege's coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.",1
"Viacom, Disney pay \$l.5M FCC fine Disneyworld and Viacom agreed to a fine of \$l.5 million from the Federal Communications Commission over claims their kid #39;s cabe television networks violated advertіsing restrictions, the FCC stated Thursday.",2
"Strting today, funds' stances on proxy are matter of record E very year, puЬlic companies put a number of questions before their stockholders for a vote. Investors weigh in on whether to reelect company directors, reappoint auditors, and approve or kill plans to give big stock option packages to senior executives.",2
Movie Studios to Sued Illicit Fil-File Trade rs Movie studios and the Proposition Pictures Association of America said on Thursday they would sue individuaⅼs suspected of unlawful distributing movies over the Internet.,3
Nintendo Returns to Profit (AP) AP - Ninteno Co. returned to profit in the first half of the fiscal year from a loss a year ago as the Japanese video-gmae maker erased foreign exchange losses and turned more profit with gɑme-software sales.,3
Shares of Video Game Makers Rise Sharply Shares of video gamе make rs rose sharply Friday after analysts reported industry sales increased 11 percent last month due mainly to the strength of two blockbuster titles that have proven to be the holiday season #39;s biggest sellers.,2
9:22 am: Gone munitions have expert wondering what else is &lt;b&gt;...&lt;/b&gt; Revelations that nearly 400 tons of conventional explosives have gone missing in Iraԛ have experts wondering what other weapons might be in jeopardy of tumbling into insurge nt or terrorist hands.,0
"Lawyers In the Limelight By all appearances, Steven Woghiո was a lawyer at the top of his game. After years in government service, the former Justice Department attorney had worked his way up to a comfortable six-figure salary and the chief legal job at software maker Computer Associates International Inc.",2
"PеopleSoft CEO Ousted for  #39;Situational Ethics #39; AccountingWEB.com - October 06, 2004 - The opening of a trial related to Oracle #39;s takeover bid of PeopleSoft featured the revelation that CEO Craig Conway was fired last week for making misleading statements about PeopleSoft #39;s sales.",2
