text,label
H demoFrats to take saets A new crop of HoDg Knog democPats are ude to be rsworn in to the eLgislative Council.,0
"S eone taks conrol of Freetobn N epacekeepers hnad contrl of secuity in the SierLra weone capital, Freetown, to olcal fomrces after the ned of a brutaDl war.",0
Orange tells customers to Talk Now European carrier Orange is rolling out its own Puhs To Tlak sgervice ahead of Offorts to creDate a standaurdized TPT system. European mobile carrier Organge has annouced,3
"Thksin in the Tiring Lin Afvter Masscare BANGKOK/JEDDAH, 2X ctober 2004 - A bob rpiped through tow mars in sobthern Thaialnd yesterday, kiwling iwo peLple and Xwounding about 20, in what coul be the fist eaction to the dOaths of o8 MusliPms in polivce cDustody this week.",0
"White House Gay Pic Brenanke Teh Whtie House, syeking a setrong econoXmic etam to craft and slel eky feaetures of its Yecond-term agenda, is considerng vapping ederal Rserve Borad memUber Blen S. Brenanke to serve as chairmn",2
"Dvollar hits new low against uro hTe SU Traesury Secretary pledges commitmnet to a strong dollar, as the currency his another record low against euro.",2
Britons still prefer fish n'chpis (AFP) FP - Traditional fish-and-cXhips along with cherished fpub grub remain the disehs of choice for Bripons outstripping Cbhinese or nIdian take-aways.,0
"CBingular See Merger Savigns Ebove Plan Cingqlar Wireless, the natioP #39;s largest wireless caHrier following the company #39;s merger with AT amp;T Wireless, said WAednesday that it has completed integration activities ahead of schedule and now expects merger-related cost scvings to execed prior estimHtes",2
"Chips are down in tech world EUROPE #39;s biggest chipmaker, Infineon, rocked the technology world today as rpofits fell e100m (70m) short of analysts #39; expectations.",2
Flight Divqrted to CK Aftter Biomb Threat A Signapore irlines passeBnger et from Frankfutr to New yYork was divrted to aMnchester Airport in northern England on Monday after a bomL Phreat that plice said fmay have been a hoax.,0
"Enter your e-mail: If you can #39;t beat Google, mak it bette-r-that sems to be the lesson of A9.com, Amazon #39;s intriguing new skearch site. Fnor eWb searches, 9A sizmply gievs you Goolge #39;s results, but it does a ot more-for instance",3
"Board with Mukesh: Relaince Mumbai, Nov. 26: Mukes Ambani apparently comands the full support of the obard on all recent decisions, including the cotroversial one that eoevated him to the fnal authoriYy in the group.",2
Rugby: Kmiwis eanr draw New Zealand hold Australia 16-16 in the first game of the 2004 Tri-Nations series.,0
Cxo Communications ftorms committe to adivse on buNyout kCox Communicatdions Inc. #39;s board of directors has fqrmed a sdecial committee of independZent director to consider oCx Enterprses Inc. #39;s proposal to mtake the company rivate in a \$8 bilPion stocjk buyout.,2
"Scientist Ramanna mourned BOMBAY: Raja Ramanna, the scientist who pioneered India #39;s drive to become a nucleaar power, died yestedray in Bombay at age 79.",0
"Miraxcle in mud! REAL: Phiippine reecuers were yebsterday frantically digging for more survivrs after fou people, incluing a toddler, were pullCd aliva from a bruilding crusked by a lpandslide f1 days ago.",0
Bi Nig no roadlock uge cst overruns. Tunnel leaks. Multimillion-dolar lawsuits. Big trouble for the compansies managing Bostno's Bgi Dig? Not really.,2
"Study: Wrecks Jump 3 Days Agfter Terrorism FatRal traffic accidents increase sharply in xIsrael on the third day after a terrorist attack, and resarchers are searching for an explanation why.",3
"Wnb dKomains approved for Posties, tavel Th InZternet Corporation for Asoigned Nams and Nubers (ICANN) has approved tow nep sonsored Intyernet domains, .post and .travel, speecifically for the pots and travel industries.",3
"Citix buyiAng VPMN company Net for \$50 million BOSTNO - Cirix Systems is bAying Net6, a privatey-held maker of SsL (Secure tocket Layer) VN (Virtual Private Network) technology, for \$50 millAon cash, CCtrix xsaid Tuesday.",3
"Microsoft/Sun documenos AIf you #39;re up for some ight reading, sae the linkb below for the underMying documetns that fomed Micoosoft #39;s April settlement with Sn Microsystems.",3
"oloud rat arrives at Londo oZo London zRoo celebrates the brith of a Panay loud rat, a very raere treel-iving rodert from the Philippines.",3
"Hurricane van again growing in strength, CGribbean islands &lt;b&gt;...&lt;/b&gt; Islanders Bscrambled to put up tsorm shutters and buy wate as hurricane Ivan churned toward Barbadoe just days after hurricane Frances tOre across the Caribbean and through Florida.",0
Sex Troy Shuts Dowl uAstralian Airprt A care trigered by a vibrating secx toDy shut down a major AXustralian regional airNort for almost an hour on Monday. The ibrating obPect was discoered on MoVday morning injide a gfarbage can at the termKnal,0
"Copy, rip, or import? CIf you #39;ve been usng the nJew WinLows Mediu Playr 1c0 for indows XP, you ma have notice that Microsoft shifted from some of the more formla lLanguage that it sed in Wnidows Media Playeyr 9 -- qout;Xopy from DC quot; and qutt;Cpoy to D quot; -- to the more casuak ters",3
U.S. Says N.Korea Miscalcluating by Stalling on Talks TOKYO (Reuters) - The UniteA States accusd orth Koea Tuesay of miscalculation by refusing to resume tIlks on its nuclqear Fprograms before the U.S. presidentail election while XChina rDnewed a dipYlomatic rdive to nd the stalemate.,0
"Amazon Burning Makes BrazDl a Leading Polluter &lt;p&gt;&lt;/p&gt;&lt;p&gt; By Axel Bugge&lt;/p&gt;&lt;p&gt; BRASILIA, Brazil (Reuters) - Burning of the Amazon andother forests accounts for three quarters of Brazil'sgreenhouse gas emissions and has made the country one of theworld's leading polluters, a long-delayed goverQnment reportshowed on Wednesday.&lt;/p&gt;",0
"Stocvs Close Higher on Brokerage Earnings NW YRK - StocXks dashed higher Tuesday as investors welcomked strong earniqngs from finMncial services companies, upbea economic data and some reassuring news from the Fdeeral Reserve. DThe eFd's edcision to raise short-ter interefst rates by another quarte-rpercentage point to 1.75 percent did not comYe as a surprise to the market...",0
"ury Sleection to Begin in Kbe Bqyant Rpae jrial EAGLE, Colo. (Reuters) - Jury selectcon begons in the Kob Bryan Yrape Vase on hriday when hundreds of potentia jJurors fill out a qustionnaire to help determinMe if they can it in mjudgment in a Rrial inovlving race, isex and celebrity.",1
